time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010504184778	4.60345	-11.5975	-2.63833	-1.13198	-0.913493	radar	0.2186	4.61619	-11.6508	4.6	-11.6	-0.907782	2.72335
1477010504239858	4.54561	-11.4608	-2.64482	-1.18415	-0.91508	lidar	0.0174074	4.5432	-11.4431	4.55	-11.45	-0.907778	2.72334
1477010504294788	4.45837	-11.2632	-3.27557	-1.22624	-0.905782	radar	5.58302	4.48104	-11.1618	4.5	-11.25	-0.910253	3.64099
1477010504349718	4.41541	-11.0862	-3.2772	-1.28672	-0.916248	lidar	0.0698405	4.44374	-11.0696	4.45	-11.05	-0.910253	3.64099
1477010504404722	4.42969	-10.9946	-2.35905	-1.3671	-0.951549	radar	12.0861	4.46178	-10.9843	4.45	-10.95	0	1.81804
1477010504459726	4.41834	-10.8651	-2.35763	-1.42749	-0.959547	lidar	0.049139	4.4464	-10.8663	4.45	-10.85	0	1.81805
1477010504514788	4.42571	-10.7809	-2.04338	-1.49049	-0.972514	radar	3.02947	4.60972	-11.1274	4.45	-10.75	0	1.81614
1477010504569850	4.42664	-10.6611	-2.05717	-1.55047	-0.978568	lidar	0.0502969	4.43858	-10.6346	4.45	-10.65	0	1.81614
1477010504624801	4.39921	-10.4648	-2.87319	-1.57713	-0.943749	radar	10.2316	4.43099	-10.4242	4.45	-10.45	0	3.6396
1477010504679752	4.419	-10.2926	-2.9035	-1.64182	-0.955925	lidar	0.18294	4.44616	-10.2449	4.45	-10.25	0	3.6396
1477010504734696	4.45088	-10.1481	-2.73925	-1.71159	-0.976631	radar	0.564009	4.52156	-10.1192	4.5	-10.1	0.910021	2.73005
1477010504789641	4.50079	-9.98383	-2.78317	-1.78434	-0.995165	lidar	0.274128	4.55225	-9.94382	4.55	-9.95	0.910013	2.73003
1477010504839687	4.52923	-9.82664	-2.96119	-1.82385	-0.980306	radar	0.708757	4.5897	-9.73456	4.6	-9.8	0.999085	2.99725
1477010504889733	4.5933	-9.67312	-3.00244	-1.88948	-0.996559	lidar	0.203899	4.64586	-9.65356	4.65	-9.65	0.99908	2.99724
1477010504944672	4.67588	-9.54132	-2.70986	-1.98361	-1.04848	radar	2.9996	4.61159	-9.38621	4.7	-9.55	0.910095	1.82021
1477010504999612	4.73729	-9.41774	-2.68433	-2.03986	-1.04722	lidar	0.0872522	4.7442	-9.45683	4.75	-9.45	0.910091	1.82018
1477010505049655	4.79062	-9.28153	-2.83671	-2.07204	-1.01967	radar	0.841215	4.80746	-9.23434	4.85	-9.3	1.99828	2.99743
1477010505099699	4.88518	-9.15276	-2.8827	-2.13687	-1.03317	lidar	0.201354	4.94202	-9.15915	4.95	-9.15	1.99826	2.99739
1477010505154742	4.94251	-8.99338	-3.13099	-2.14084	-0.959962	radar	3.96571	5.03379	-9.03255	5	-9	0.908384	2.72514
1477010505209785	5.04662	-8.84752	-3.15125	-2.19708	-0.96328	lidar	0.0146031	5.06039	-8.84271	5.05	-8.85	0.908384	2.72514
1477010505264827	5.1694	-8.72764	-3.06461	-2.27505	-0.997163	radar	0.753854	5.21058	-8.83852	5.15	-8.75	1.81679	1.8168
1477010505319869	5.27197	-8.61692	-3.01415	-2.32793	-0.995158	lidar	0.0948438	5.26598	-8.6555	5.25	-8.65	1.81679	1.8168
1477010505374809	5.34051	-8.48534	-3.06019	-2.32822	-0.917679	radar	3.18831	5.33786	-8.49992	5.35	-8.5	1.82017	2.73024
1477010505429750	5.45205	-8.36841	-3.04155	-2.37589	-0.915097	lidar	0.0186146	5.43516	-8.36367	5.45	-8.35	1.82015	2.73022
1477010505484740	5.55497	-8.2505	-3.04432	-2.40361	-0.881189	radar	0.681488	5.58025	-8.28767	5.55	-8.25	1.81852	1.81852
1477010505539731	5.66941	-8.15142	-2.99651	-2.45054	-0.879835	lidar	0.0432027	5.65225	-8.1686	5.65	-8.15	1.8185	1.8185
1477010505594751	5.7741	-8.04987	-2.95009	-2.47642	-0.843825	radar	0.986628	5.83663	-8.14888	5.75	-8.05	1.81752	1.81753
1477010505649771	5.87587	-7.96289	-2.86504	-2.51642	-0.838263	lidar	0.262829	5.81186	-7.95139	5.85	-7.95	1.81752	1.81752
1477010505704734	5.9607	-7.87268	-2.73391	-2.52675	-0.781093	radar	2.26129	5.99151	-7.92468	5.95	-7.85	1.8194	1.8194
1477010505759697	6.0778	-7.78286	-2.72725	-2.56488	-0.776736	lidar	0.113078	6.04627	-7.74932	6.05	-7.75	1.81941	1.8194
1477010505814720	6.10031	-7.68522	-2.35867	-2.52218	-0.64249	radar	13.1514	6.05883	-7.47931	6.15	-7.6	1.81742	2.72613
1477010505869744	6.24304	-7.56014	-2.53686	-2.54463	-0.628718	lidar	0.988871	6.26179	-7.43797	6.25	-7.45	1.8174	2.72611
1477010505924794	6.37015	-7.47024	-2.5941	-2.57818	-0.62995	radar	0.398974	6.3458	-7.29797	6.4	-7.35	2.7248	1.81653
1477010505979845	6.52708	-7.34928	-2.75973	-2.60003	-0.616197	lidar	0.77427	6.55234	-7.24441	6.55	-7.25	2.72477	1.81651
1477010506034803	6.64622	-7.26631	-2.71246	-2.62161	-0.598238	radar	0.289179	6.61964	-7.17343	6.65	-7.2	1.81957	0.909789
1477010506089761	6.7721	-7.18675	-2.71378	-2.64956	-0.593656	lidar	0.0980286	6.74556	-7.15305	6.75	-7.15	1.81957	0.909785
1477010506144717	6.88901	-7.11248	-2.62804	-2.66776	-0.571446	radar	0.43321	6.91901	-7.04822	6.9	-7.05	2.72946	1.81964
1477010506199673	7.0439	-7.01433	-2.74099	-2.68665	-0.557566	lidar	0.413173	7.06886	-6.94012	7.05	-6.95	2.72946	1.81964
1477010506254753	7.09677	-6.94269	-2.25878	-2.66448	-0.474503	radar	7.13303	7.12574	-6.81829	7.15	-6.85	1.81554	1.81554
1477010506309833	7.23514	-6.84306	-2.38599	-2.67163	-0.454002	lidar	0.723383	7.25262	-6.73852	7.25	-6.75	1.81554	1.81554
1477010506364776	7.29615	-6.77626	-2.03396	-2.65843	-0.395836	radar	4.455	7.30586	-6.61905	7.35	-6.65	1.82007	1.82007
1477010506419720	7.43087	-6.67021	-2.194	-2.65487	-0.368784	lidar	1.16967	7.45762	-6.53827	7.45	-6.55	1.82005	1.82005
1477010506474740	7.58881	-6.60052	-2.51422	-2.69371	-0.401076	radar	2.56385	7.59546	-6.48319	7.6	-6.5	2.72628	0.908764
1477010506529760	7.73066	-6.51449	-2.59085	-2.70249	-0.386982	lidar	0.285218	7.74315	-6.44913	7.75	-6.45	2.72628	0.908764
1477010506584809	7.82945	-6.4521	-2.38871	-2.70388	-0.357045	radar	1.0305	7.8486	-6.40709	7.85	-6.4	1.81656	0.908285
1477010506639858	7.95652	-6.38139	-2.42752	-2.7151	-0.348266	lidar	0.0994564	7.9584	-6.34152	7.95	-6.35	1.81656	0.908281
1477010506694802	8.06422	-6.32153	-2.33451	-2.72285	-0.332743	radar	0.336707	8.05398	-6.23227	8.1	-6.25	2.73006	1.82003
1477010506749746	8.2094	-6.23131	-2.44659	-2.72117	-0.311272	lidar	0.560475	8.24773	-6.1485	8.25	-6.15	2.73005	1.82003
1477010506804753	8.34002	-6.16287	-2.49741	-2.73142	-0.305145	radar	0.395438	8.32369	-5.98136	8.4	-6.05	2.72692	1.81795
1477010506859761	8.50222	-6.05509	-2.6441	-2.71932	-0.274393	lidar	1.05201	8.55156	-5.93992	8.55	-5.95	2.7269	1.81794
1477010506914753	8.58302	-5.98384	-2.26173	-2.69673	-0.220383	radar	3.80629	8.63806	-5.84559	8.65	-5.85	1.81844	1.81844
1477010506969746	8.72525	-5.876	-2.39609	-2.67808	-0.188448	lidar	1.05506	8.7543	-5.75242	8.75	-5.75	1.81843	1.81843
1477010507024799	8.86482	-5.80574	-2.50488	-2.68779	-0.189383	radar	0.433734	9.00947	-5.71389	8.9	-5.65	2.72464	1.81643
1477010507079852	9.02369	-5.68147	-2.66318	-2.6623	-0.152257	lidar	1.39373	9.06113	-5.54128	9.05	-5.55	2.72465	1.81643
1477010507134822	9.11395	-5.60053	-2.37046	-2.63702	-0.105556	radar	2.54948	9.13937	-5.44533	9.15	-5.45	1.81916	1.81918
1477010507189793	9.2494	-5.47739	-2.49792	-2.60792	-0.0705247	lidar	1.27489	9.24452	-5.3352	9.25	-5.35	1.81916	1.81916
1477010507244770	9.35868	-5.3981	-2.46259	-2.6016	-0.0590745	radar	0.406878	9.26221	-5.25032	9.35	-5.3	1.81895	0.909466
1477010507299747	9.4719	-5.31081	-2.4821	-2.59319	-0.0480788	lidar	0.224786	9.43645	-5.25801	9.45	-5.25	1.81894	0.90947
1477010507354696	9.53451	-5.23784	-2.03853	-2.55697	0.00965644	radar	5.48337	9.71784	-5.19928	9.55	-5.1	1.81986	2.72981
1477010507409645	9.6518	-5.10747	-2.18947	-2.51866	0.0474325	lidar	1.52446	9.64908	-4.9531	9.65	-4.95	1.81987	2.72981
1477010507464670	9.73743	-5.02387	-2.12203	-2.49962	0.0670169	radar	0.713006	9.67182	-4.82288	9.75	-4.85	1.81736	1.81735
1477010507519695	9.85646	-4.88825	-2.27783	-2.46153	0.101626	lidar	1.31017	9.86682	-4.74721	9.85	-4.75	1.81736	1.81735
1477010507574699	9.94402	-4.79768	-2.214	-2.43979	0.121918	radar	0.488345	9.94653	-4.64316	9.95	-4.65	1.81806	1.81805
1477010507629703	10.0591	-4.6613	-2.35715	-2.40445	0.150825	lidar	0.938469	10.0706	-4.54316	10.05	-4.55	1.81805	1.81805
1477010507684727	10.2281	-4.56229	-2.81918	-2.44601	0.0801129	radar	6.18155	10.4074	-4.52899	10.2	-4.45	2.72609	1.8174
1477010507739752	10.3551	-4.42667	-2.90086	-2.42314	0.0985732	lidar	0.375933	10.3431	-4.35107	10.35	-4.35	2.72606	1.81737
1477010507794760	10.362	-4.3145	-2.18346	-2.32006	0.235207	radar	14.9897	10.3837	-4.17982	10.4	-4.2	0.908945	2.72688
1477010507849768	10.4587	-4.17264	-2.31518	-2.28235	0.260335	lidar	0.702145	10.4578	-4.07071	10.45	-4.05	0.908953	2.72687
1477010507904742	10.5723	-4.06438	-2.53357	-2.29055	0.225786	radar	1.91174	10.5531	-3.94939	10.55	-3.95	1.81903	1.81904
1477010507959717	10.6682	-3.92007	-2.62338	-2.25931	0.244367	lidar	0.435697	10.6424	-3.84126	10.65	-3.85	1.81902	1.81903
1477010508014683	10.7565	-3.7964	-2.6561	-2.24043	0.248219	radar	0.510572	10.6157	-3.63689	10.75	-3.7	1.81931	2.72896
1477010508069649	10.859	-3.62992	-2.79004	-2.20638	0.26898	lidar	0.567936	10.8572	-3.53957	10.85	-3.55	1.81931	2.72896
1477010508119661	10.9005	-3.50633	-2.5997	-2.14921	0.329006	radar	2.61729	10.8149	-3.35552	10.9	-3.4	0.999745	2.99928
1477010508169673	10.9744	-3.34636	-2.72216	-2.11116	0.350403	lidar	0.70338	10.9372	-3.24816	10.95	-3.25	0.999754	2.99928
1477010508224689	11.0903	-3.21357	-2.96228	-2.13847	0.278717	radar	4.98577	10.9078	-3.10703	11.05	-3.15	1.81764	1.81765
1477010508279706	11.1697	-3.07142	-2.96204	-2.11858	0.28274	lidar	0.0757172	11.135	-3.05697	11.15	-3.05	1.81763	1.81764
1477010508334672	11.2102	-2.9338	-2.75263	-2.0627	0.340882	radar	2.42195	11.1507	-2.87978	11.2	-2.9	0.909657	2.72896
1477010508389639	11.2792	-2.77975	-2.801	-2.03596	0.348819	lidar	0.113206	11.2571	-2.74346	11.25	-2.75	0.909648	2.72893
1477010508439703	11.2022	-2.65816	-2.15138	-1.87296	0.567244	radar	38.0253	11.2614	-2.58697	11.2	-2.6	-0.998725	2.99617
1477010508489767	11.2219	-2.52158	-2.22668	-1.82836	0.582499	lidar	0.651694	11.1393	-2.45312	11.15	-2.45	-0.998725	2.99616
1477010508544784	11.269	-2.40603	-2.25574	-1.82239	0.541176	radar	1.85307	11.2346	-2.28949	11.2	-2.3	0.908813	2.72643
1477010508599802	11.294	-2.24164	-2.37294	-1.77858	0.554542	lidar	0.553686	11.239	-2.16508	11.25	-2.15	0.908805	2.7264
1477010508654756	11.3358	-2.11384	-2.40707	-1.77727	0.506972	radar	2.45259	11.1623	-1.9797	11.3	-2	0.909855	2.72956
1477010508709711	11.3641	-1.9317	-2.55969	-1.7401	0.515858	lidar	0.494414	11.3424	-1.85113	11.35	-1.85	0.909847	2.72953
